SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
SPC06-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;30.00;34.00;+13.33%;130.00;40.00;-69.23%;15.00%;default;Так;*;Так;подешевшало на 69.2%
SPC08-01;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;19.00;23.00;+21.05%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPC08-02;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;19.00;25.00;+31.58%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPC08-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;29.00;35.00;+20.69%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPC08-04;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;54.00;67.00;+24.07%;100.00;80.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPC10-01;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;27.00;32.00;+18.52%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPC10-02;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;38.00;54.00;+42.11%;340.00;70.00;-79.41%;15.00%;default;Так;*;Так;подешевшало на 79.4%
SPC10-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;30.00;37.00;+23.33%;90.00;50.00;-44.44%;15.00%;default;Так;*;Так;подешевшало на 44.4%
SPC10-04;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;48.00;52.00;+8.33%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPC12-02;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;39.00;43.00;+10.26%;170.00;50.00;-70.59%;15.00%;default;Так;*;Так;подешевшало на 70.6%
SPC12-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;35.00;42.00;+20.00%;200.00;50.00;-75.00%;15.00%;default;Так;*;Так;подешевшало на 75.0%
SPC12-04;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;51.00;57.00;+11.76%;90.00;70.00;-22.22%;15.00%;default;Так;*;Так;подешевшало на 22.2%
SPCF04-01;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;24.00;28.00;+16.67%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPCF04-02;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;35.00;37.00;+5.71%;70.00;50.00;-28.57%;15.00%;default;Так;*;Так;подешевшало на 28.6%
SPCF06-01;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;27.00;27.00;+0.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPCF06-02;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;34.00;42.00;+23.53%;70.00;50.00;-28.57%;15.00%;default;Так;*;Так;подешевшало на 28.6%
SPCF06-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;48.00;48.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPCF08-01;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;25.00;29.00;+16.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPCF08-02;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;39.00;43.00;+10.26%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPCF08-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;46.00;46.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPCF08-04;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;62.00;62.00;+0.00%;110.00;80.00;-27.27%;15.00%;default;Так;*;Так;подешевшало на 27.3%
SPCF10-01;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;42.00;42.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPCF10-02;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;39.00;48.00;+23.08%;80.00;60.00;-25.00%;15.00%;default;Так;*;Так;подешевшало на 25.0%
SPCF10-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;53.00;53.00;+0.00%;90.00;70.00;-22.22%;15.00%;default;Так;*;Так;подешевшало на 22.2%
SPCF10-04;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;70.00;70.00;+0.00%;120.00;90.00;-25.00%;15.00%;default;Так;*;Так;подешевшало на 25.0%
SPCF12-03;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;56.00;56.00;+0.00%;100.00;70.00;-30.00%;15.00%;default;Так;*;Так;подешевшало на 30.0%
SPE04;Соединение цанговое для полиуретановых шлангов PU/PR (Т-обр ;ok;14.00;14.00;+0.00%;550.00;40.00;-92.73%;15.00%;default;Так;*;Так;подешевшало на 92.7%
SPE06;Соединение цанговое для полиуретановых шлангов PU/PR (Т-обр ;ok;15.00;15.00;+0.00%;410.00;40.00;-90.24%;15.00%;default;Так;*;Так;подешевшало на 90.2%
SPE06-08;Соединение цанговое для полиуретановых шлангов PU/PR (Т-обр ;ok;19.00;19.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Ні;*;Так;відсутній у фіді + подешевшало на 20.0%
SPE08;Соединение цанговое для полиуретановых шлангов PU/PR (Т-обр ;ok;16.00;16.00;+0.00%;370.00;40.00;-89.19%;15.00%;default;Так;*;Так;подешевшало на 89.2%
SPE08-06;Соединение цанговое для полиуретановых шлангов PU/PR (Т-обр ;ok;16.00;16.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPE10;Соединение цанговое для полиуретановых шлангов PU/PR (Т-обр ;ok;22.00;22.00;+0.00%;15520.00;40.00;-99.74%;15.00%;default;Так;*;Так;подешевшало на 99.7%
SPE12;Соединение цанговое для полиуретановых шлангов PU/PR (Т-обр ;ok;24.00;24.00;+0.00%;11230.00;40.00;-99.64%;15.00%;default;Так;*;Так;подешевшало на 99.6%
SPL04-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;19.00;19.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPL04-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;24.00;24.00;+0.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPL06-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;22.00;24.00;+9.09%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPL06-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;25.00;28.00;+12.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPL06-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;34.00;34.00;+0.00%;70.00;40.00;-42.86%;15.00%;default;Так;*;Так;подешевшало на 42.9%
SPL08-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;25.00;29.00;+16.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPL08-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;28.00;29.00;+3.57%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPL08-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;37.00;37.00;+0.00%;70.00;50.00;-28.57%;15.00%;default;Так;*;Так;подешевшало на 28.6%
SPL08-04;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;53.00;55.00;+3.77%;90.00;70.00;-22.22%;15.00%;default;Так;*;Так;подешевшало на 22.2%
SPL10-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;37.00;37.00;+0.00%;90.00;50.00;-44.44%;15.00%;default;Так;*;Так;подешевшало на 44.4%
SPL10-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;39.00;42.00;+7.69%;100.00;50.00;-50.00%;15.00%;default;Так;*;Так;подешевшало на 50.0%
SPL10-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;44.00;44.00;+0.00%;80.00;60.00;-25.00%;15.00%;default;Так;*;Так;подешевшало на 25.0%
SPL10-04;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;53.00;53.00;+0.00%;90.00;70.00;-22.22%;15.00%;default;Так;*;Так;подешевшало на 22.2%
SPL12-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;54.00;54.00;+0.00%;100.00;70.00;-30.00%;15.00%;default;Так;*;Так;подешевшало на 30.0%
SPL12-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;56.00;56.00;+0.00%;140.00;70.00;-50.00%;15.00%;default;Ні;*;Так;відсутній у фіді + подешевшало на 50.0%
SPL12-04;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;54.00;54.00;+0.00%;100.00;70.00;-30.00%;15.00%;default;Так;*;Так;подешевшало на 30.0%
SPLF04-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;25.00;25.00;+0.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPLF04-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;28.00;28.00;+0.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPLF06-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;34.00;34.00;+0.00%;70.00;40.00;-42.86%;15.00%;default;Так;*;Так;подешевшало на 42.9%
SPLF06-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;37.00;37.00;+0.00%;70.00;50.00;-28.57%;15.00%;default;Так;*;Так;подешевшало на 28.6%
SPLF06-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;40.00;40.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPLF08-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;39.00;39.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPLF08-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;42.00;42.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPLF08-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;40.00;40.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPLF08-04;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;62.00;62.00;+0.00%;110.00;80.00;-27.27%;15.00%;default;Так;*;Так;подешевшало на 27.3%
SPLF10-01;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;39.00;39.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPLF10-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;46.00;46.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPLF10-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;46.00;46.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPLF10-04;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;70.00;70.00;+0.00%;120.00;90.00;-25.00%;15.00%;default;Так;*;Так;подешевшало на 25.0%
SPLF12-02;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;61.00;61.00;+0.00%;100.00;80.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPLF12-03;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;66.00;66.00;+0.00%;110.00;80.00;-27.27%;15.00%;default;Так;*;Так;подешевшало на 27.3%
SPLF12-04;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;71.00;71.00;+0.00%;120.00;90.00;-25.00%;15.00%;default;Так;*;Так;подешевшало на 25.0%
SPP0301;Набір шарнірно - губцевого інструменту 3од ( плоскогубці бок;ok;479.00;479.00;+0.00%;620.00;560.00;-9.68%;15.17%;Наборы инструментов;Ні;*;Так;відсутній у фіді
SPSL-01;Глушитель звука пневматический пластиковый 1/8“ AIRKRAFT SPS;ok;16.00;16.00;+0.00%;50.00;40.00;-20.00%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 20.0%
SPSL-02;Глушитель звука пневматический пластиковый 1/4“ AIRKRAFT SPS;ok;14.00;14.00;+0.00%;50.00;40.00;-20.00%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 20.0%
SPSL-03;Глушитель звука пневматический пластиковый 3/8“ AIRKRAFT SPS;ok;30.00;30.00;+0.00%;70.00;40.00;-42.86%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 42.9%
SPSL-04;Глушитель звука пневматический пластиковый 1/2“ AIRKRAFT SPS;ok;30.00;34.00;+13.33%;70.00;40.00;-42.86%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 42.9%
SPSW1635;Ключ свічковий 16мм довгий з карданом L350mm СТАНДАРТ;ok;172.00;172.00;+0.00%;240.00;200.00;-16.67%;15.14%;Торцевые ключи;Ні;*;Так;відсутній у фіді
SPU04;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;10.00;10.00;+0.00%;10590.00;40.00;-99.62%;15.00%;default;Так;*;Так;подешевшало на 99.6%
SPU06;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;10.00;10.00;+0.00%;5120.00;40.00;-99.22%;15.00%;default;Так;*;Так;подешевшало на 99.2%
SPU08;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;23.00;23.00;+0.00%;3310.00;40.00;-98.79%;15.00%;default;Так;*;Так;подешевшало на 98.8%
SPU10;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;25.00;25.00;+0.00%;4080.00;40.00;-99.02%;15.00%;default;Так;*;Так;подешевшало на 99.0%
SPU12;Соединение цанговое для полиуретановых шлангов PU/PR (прямое;ok;27.00;27.00;+0.00%;380.00;40.00;-89.47%;15.00%;default;Так;*;Так;подешевшало на 89.5%
SPV04;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;10.00;10.00;+0.00%;120.00;40.00;-66.67%;15.00%;default;Так;*;Так;подешевшало на 66.7%
SPV06;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;11.00;11.00;+0.00%;5850.00;40.00;-99.32%;15.00%;default;Так;*;Так;подешевшало на 99.3%
SPV08;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;13.00;13.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPV10;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;15.00;15.00;+0.00%;8810.00;40.00;-99.55%;15.00%;default;Так;*;Так;подешевшало на 99.5%
SPV12;Соединение цанговое для полиуретановых шлангов PU/PR (Г-обр ;ok;18.00;18.00;+0.00%;3290.00;40.00;-98.78%;15.00%;default;Так;*;Так;подешевшало на 98.8%
SPX06-01;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;34.00;34.00;+0.00%;70.00;40.00;-42.86%;15.00%;default;Так;*;Так;подешевшало на 42.9%
SPX06-02;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;37.00;37.00;+0.00%;70.00;50.00;-28.57%;15.00%;default;Так;*;Так;подешевшало на 28.6%
SPX06-03;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;47.00;47.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPX08-01;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;40.00;40.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPX08-02;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;42.00;42.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPX08-03;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;48.00;48.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPX08-04;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;62.00;62.00;+0.00%;110.00;80.00;-27.27%;15.00%;default;Так;*;Так;подешевшало на 27.3%
SPX10-01;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;43.00;43.00;+0.00%;80.00;50.00;-37.50%;15.00%;default;Так;*;Так;подешевшало на 37.5%
SPX10-02;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;47.00;47.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPX10-03;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;53.00;53.00;+0.00%;90.00;70.00;-22.22%;15.00%;default;Так;*;Так;подешевшало на 22.2%
SPX10-04;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;66.00;66.00;+0.00%;110.00;80.00;-27.27%;15.00%;default;Так;*;Так;подешевшало на 27.3%
SPX12-02;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;61.00;61.00;+0.00%;100.00;80.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPX12-03;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;63.00;63.00;+0.00%;110.00;80.00;-27.27%;15.00%;default;Так;*;Так;подешевшало на 27.3%
SPX12-04;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;70.00;70.00;+0.00%;120.00;90.00;-25.00%;15.00%;default;Так;*;Так;подешевшало на 25.0%
SPY04;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;15.00;15.00;+0.00%;350.00;40.00;-88.57%;15.00%;default;Так;*;Так;подешевшало на 88.6%
SPY06;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;26.00;26.00;+0.00%;230.00;40.00;-82.61%;15.00%;default;Так;*;Так;подешевшало на 82.6%
SPY08;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;18.00;18.00;+0.00%;1880.00;40.00;-97.87%;15.00%;default;Так;*;Так;подешевшало на 97.9%
SPY10;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;36.00;36.00;+0.00%;250.00;50.00;-80.00%;15.00%;default;Так;*;Так;подешевшало на 80.0%
SPY12;Соединение цанговое для полиуретановых шлангов PU/PR (Y-обр ;ok;27.00;27.00;+0.00%;280.00;40.00;-85.71%;15.00%;default;Так;*;Так;подешевшало на 85.7%
SPZA04;Соединение цанговое для полиуретановых шлангов PU/PR (Х-обр ;ok;19.00;19.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPZA06;Соединение цанговое для полиуретановых шлангов PU/PR (Х-обр ;ok;19.00;19.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPZA08;Соединение цанговое для полиуретановых шлангов PU/PR (Х-обр ;ok;19.00;19.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
SPZA10;Соединение цанговое для полиуретановых шлангов PU/PR (Х-обр ;ok;28.00;28.00;+0.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
SPZA12;Соединение цанговое для полиуретановых шлангов PU/PR (Х-обр ;ok;30.00;30.00;+0.00%;70.00;40.00;-42.86%;15.00%;default;Так;*;Так;подешевшало на 42.9%
SQF0150;Напилок квадратний 150мм СТАНДАРТ SQF0150;ok;52.00;52.00;+0.00%;90.00;60.00;-33.33%;13.55%;Напильники и надфили;Ні;*;Так;відсутній у фіді + подешевшало на 33.3%
SQF0200;Напилок квадратний 200мм СТАНДАРТ SQF0200;ok;90.00;90.00;+0.00%;140.00;110.00;-21.43%;13.55%;Напильники и надфили;Так;*;Так;подешевшало на 21.4%
SQF0250;Напилок квадратний 250мм СТАНДАРТ SQF0250;ok;97.00;97.00;+0.00%;150.00;120.00;-20.00%;13.55%;Напильники и надфили;Ні;*;Так;відсутній у фіді + подешевшало на 20.0%
SQRT0008;Квадрат 08мм (ХЗСО) КВ08Х SQRT0008;ok;145.00;145.00;+0.00%;210.00;170.00;-19.05%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
SQRT0009;Квадрат 09мм (москвич) (ХЗСО) SQRT0009;ok;145.00;145.00;+0.00%;210.00;170.00;-19.05%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
SQRT0010;Квадрат 10мм (ХЗСО) КВ10Х SQRT0010;ok;174.00;174.00;+0.00%;240.00;200.00;-16.67%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
SRDW2108;Ключ для розбирання рейки ВАЗ 2108-2109 (цементовий) (ХЗСО) ;ok;233.00;233.00;+0.00%;320.00;270.00;-15.62%;15.00%;default;Ні;*;Так;відсутній у фіді
SSVP001;Знімач сальників клапанів і підшипників коленвала (ХЗСО) ССК;ok;612.00;612.00;+0.00%;790.00;710.00;-10.13%;15.00%;default;Ні;*;Так;відсутній у фіді
ST-0108-12;"Автомобільний набір інструментів 1/4"" 1/2"" 108ед (12-гр) СТА";ok;2932.00;2932.00;+0.00%;3670.00;3380.00;-7.90%;15.17%;Наборы инструментов;Ні;*;Так;відсутній у фіді
ST-1224;"Набір інструментів 1/2"" 24 од СТАНДАРТ ST-1224";ok;2507.00;2507.00;+0.00%;3760.00;2890.00;-23.14%;15.17%;Наборы инструментов;Ні;*;Так;відсутній у фіді + подешевшало на 23.1%
ST-1226;"Набір інструментів 1/2"" 26 од СТАНДАРТ ST-1226";ok;1864.00;1864.00;+0.00%;3600.00;2150.00;-40.28%;15.17%;Наборы инструментов;Так;*;Так;подешевшало на 40.3%
ST-1426;"Набір інструментів 1/4"" 26 од СТАНДАРТ ST-1426";ok;841.00;841.00;+0.00%;1910.00;970.00;-49.21%;15.17%;Наборы инструментов;Так;*;Так;подешевшало на 49.2%
ST-1446;"Набір інструментів 1/4"" 46 од СТАНДАРТ ST-1446";ok;915.00;915.00;+0.00%;1570.00;1060.00;-32.48%;15.17%;Наборы инструментов;Так;*;Так;подешевшало на 32.5%
ST-3827;"Набір інструментів 3/8"" 27 од СТАНДАРТ ST-3827";ok;1331.00;1331.00;+0.00%;2950.00;1540.00;-47.80%;15.17%;Наборы инструментов;Так;*;Так;подешевшало на 47.8%
ST370D;Стяжки пружин двозахватні L370mm Chrome vanadium;ok;707.00;707.00;+0.00%;1560.00;820.00;-47.44%;14.60%;Механические съемники;Так;*;Так;подешевшало на 47.4%
STG-04;Пистолет для подкачки колес грузовых автомобилей AIRKRAFT ST;ok;439.00;439.00;+0.00%;1170.00;510.00;-56.41%;15.24%;Пневматические пистолеты подкачки шин;Так;*;Так;подешевшало на 56.4%
STG-H35;"Шланг для пистолета подкачки колес c наконечником 35 см 1/4""";ok;60.00;60.00;+0.00%;100.00;70.00;-30.00%;15.24%;Пневматические пистолеты подкачки шин;Так;*;Так;подешевшало на 30.0%
STG-H80;"Шланг для пистолета подкачки колес c наконечником 80 см 1/4""";ok;93.00;93.00;+0.00%;140.00;110.00;-21.43%;15.24%;Пневматические пистолеты подкачки шин;Так;*;Так;подешевшало на 21.4%
STR-39-1;Шило для ремонта автошин (ступенчатое) AIRKRAFT STR-39-1;ok;61.00;61.00;+0.00%;4630.00;70.00;-98.49%;13.94%;Инструменты для ремонта и восстановления шин;Так;*;Так;подешевшало на 98.5%
STR-39-3;Шило для ремонта автошин AIRKRAFT STR-39-3;ok;61.00;61.00;+0.00%;200.00;70.00;-65.00%;13.94%;Инструменты для ремонта и восстановления шин;Так;*;Так;подешевшало на 65.0%
SVCK0101;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;3005.00;3005.00;+0.00%;3760.00;3460.00;-7.98%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK012VAG;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;9016.00;9016.00;+0.00%;11230.00;10370.00;-7.66%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK040T;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;5100.00;5100.00;+0.00%;6360.00;5870.00;-7.70%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK053GAZ;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;4620.00;4620.00;+0.00%;5770.00;5320.00;-7.80%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK05HNK;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;3945.00;3945.00;+0.00%;4930.00;4540.00;-7.91%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK0808;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;3005.00;3005.00;+0.00%;3760.00;3460.00;-7.98%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK1010;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;3005.00;3005.00;+0.00%;3760.00;3460.00;-7.98%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK12MMC;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;9016.00;9016.00;+0.00%;11230.00;10370.00;-7.66%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK12MZD;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;9016.00;9016.00;+0.00%;11230.00;10370.00;-7.66%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK12TTLX;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;9016.00;9016.00;+0.00%;11230.00;10370.00;-7.66%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK130ZIL;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;5100.00;5100.00;+0.00%;6360.00;5870.00;-7.70%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK14SMD;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;5100.00;5100.00;+0.00%;6360.00;5870.00;-7.70%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK1500L;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;3005.00;3005.00;+0.00%;3760.00;3460.00;-7.98%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK1600L;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;3005.00;3005.00;+0.00%;3760.00;3460.00;-7.98%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK16MB;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;10050.00;10050.00;+0.00%;12510.00;11560.00;-7.59%;15.00%;default;Ні;*;Так;відсутній у фіді
SVCK236YMZ;Набір фрез (шарошки) для відновлення геометрії сідел клапані;ok;5100.00;5100.00;+0.00%;6360.00;5870.00;-7.70%;15.00%;default;Ні;*;Так;відсутній у фіді
