SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
TRTT-26Q;Мастилонагнітальна установка з ручним насосом TRTT-26Q;ok;5519.00;5519.00;+0.00%;6880.00;6290.00;-8.58%;13.94%;Оборудование для замены масел и смазок;Так;*;Ні;
TRV0500;Траверса для вивішування двигуна з двома захватами 500 кг L-;ok;5795.00;5795.00;+0.00%;7230.00;6670.00;-7.75%;15.00%;default;Так;*;Ні;
TRV0500L;Траверса подовжена для вивішування двигуна з двома захватами;ok;6947.00;6947.00;+0.00%;8660.00;7990.00;-7.74%;15.00%;default;Так;*;Ні;
TRW04006;Траверса для вивішування двигуна c додатковим пересувним поп;ok;7122.00;7122.00;+0.00%;8880.00;8200.00;-7.66%;15.00%;default;Так;*;Ні;
TSA4524C;Верстак слюсарний металевий з трьома висувними шуфлядами TOR;ok;18149.00;18149.00;+0.00%;22580.00;20880.00;-7.53%;15.00%;default;Так;*;Ні;
TSC4-SW;"Лещата слюсарні чавунні поворотні 4"" 100мм СТАНДАРТ";ok;1510.00;1510.00;+0.00%;1900.00;1720.00;-9.47%;13.55%;Тиски;Так;*;Ні;
TSC6-SW;"Лещата слюсарні чавунні поворотні 6"" 150мм СТАНДАРТ";ok;2643.00;2643.00;+0.00%;3310.00;3010.00;-9.06%;13.55%;Тиски;Так;*;Ні;
TSC8-SW;"Лещата слюсарні чавунні поворотні 8"" 200мм СТАНДАРТ";ok;3516.00;3516.00;+0.00%;4400.00;4000.00;-9.09%;13.55%;Тиски;Так;*;Ні;
TSF0150;Напилок тригранний 150мм СТАНДАРТ TSF0150;ok;61.00;61.00;+0.00%;100.00;70.00;-30.00%;13.55%;Напильники и надфили;Так;*;Так;подешевшало на 30.0%
TSF0200;Напилок тригранний 200мм СТАНДАРТ TSF0200;ok;80.00;80.00;+0.00%;130.00;100.00;-23.08%;13.55%;Напильники и надфили;Так;*;Так;подешевшало на 23.1%
TSF0250;Напилок тригранний 250мм СТАНДАРТ TSF0250;ok;117.00;117.00;+0.00%;170.00;140.00;-17.65%;13.55%;Напильники и надфили;Так;*;Ні;
TSG5932;Верстат 1500*700 TORIN TSG5932;ok;19218.00;19218.00;+0.00%;23900.00;22110.00;-7.49%;15.00%;default;Ні;*;Так;відсутній у фіді
TSS3;"Лещата слюсарні сталеві 3"" СТАНДАРТ";ok;913.00;913.00;+0.00%;2050.00;1040.00;-49.27%;13.55%;Тиски;Так;*;Так;подешевшало на 49.3%
TSS4;"Лещата слюсарні сталеві 4"" СТАНДАРТ";ok;1204.00;1204.00;+0.00%;2150.00;1370.00;-36.28%;13.55%;Тиски;Так;*;Так;подешевшало на 36.3%
TSS6;"Лещата слюсарні сталеві 6"" СТАНДАРТ";ok;1551.00;1551.00;+0.00%;1960.00;1770.00;-9.69%;13.55%;Тиски;Так;*;Ні;
TTS-HV30-1.3;Пневмораспылитель HVLP ВП бачок 600 мл 1,3 мм ITALCO TTS-HV3;ok;7055.00;7055.00;+0.00%;10350.00;7990.00;-22.80%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді + подешевшало на 22.8%
TTS-TE10-1.3LM;Пістолет фарбувальний пневматичний LVMP верхній пластиковий ;ok;7267.00;7267.00;+0.00%;9060.00;8230.00;-9.16%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
TW05001;Траверса для вивішування двигуна 0,5т TORIN TW05001;ok;5082.00;5082.00;+0.00%;6340.00;5850.00;-7.73%;15.00%;default;Ні;*;Так;відсутній у фіді
TWSR4125;Стеллаж для зберігання шин и коліс (настінний) (ХЗСО) TWSR41;ok;2640.00;2640.00;+0.00%;10730.00;3040.00;-71.67%;15.00%;default;Ні;*;Так;відсутній у фіді + подешевшало на 71.7%
TY10003;Прес гідравлічний настільний 10т TY10003;ok;14231.00;14231.00;+0.00%;17710.00;16370.00;-7.57%;15.00%;default;Так;*;Ні;
TY12001;Прес гідравлічний настільний 12т TY12001;ok;15498.00;15498.00;+0.00%;19280.00;17830.00;-7.52%;15.00%;default;Так;*;Ні;
TY12002;Прес гідравлічний 12т TY12002;ok;18413.00;18413.00;+0.00%;22900.00;21180.00;-7.51%;15.00%;default;Так;*;Ні;
TY20001;Прес гідравлічний 20т (вертикальне розташування насоса) TY20;ok;23759.00;23759.00;+0.00%;29550.00;27330.00;-7.51%;15.00%;default;Так;*;Ні;
TY20003;Гідропрес 20т TORIN TY20003;ok;20057.00;20057.00;+0.00%;24950.00;23070.00;-7.54%;15.00%;default;Ні;*;Так;відсутній у фіді
TY20005;Прес гідравлічний (горизонтальне розташування насоса) 20т TY;ok;23323.00;23323.00;+0.00%;29000.00;26830.00;-7.48%;15.00%;default;Так;*;Ні;
TY30002;Прес пневмогідравлічний 30т TY30002 TORIN;ok;43323.00;43323.00;+0.00%;53850.00;49830.00;-7.47%;15.00%;default;Так;*;Ні;
TY40002;Прес пневмогідравлічний 40т Torin TY40002;ok;54761.00;54761.00;+0.00%;68060.00;62980.00;-7.46%;15.00%;default;Так;*;Ні;
TY50001;Прес пневмогідравлічний 50т TY50001;ok;64180.00;64180.00;+0.00%;79760.00;73810.00;-7.46%;15.00%;default;Так;*;Ні;
TY75021;Прес пневмогідравлічний 75т TY75021;ok;159236.00;159236.00;+0.00%;182200.00;183130.00;+0.51%;15.00%;default;Так;*;Ні;
TZ830026X;Домкрат підкатний професiйний 3т низькопрофільний з подвійно;ok;8311.00;8311.00;+0.00%;10350.00;9540.00;-7.83%;14.69%;Автомобильные домкраты, подставки;Ні;*;Так;відсутній у фіді
TZ830027H;Домкрат підкатний 3т професійний (8 позиційний з подвійною п;ok;13893.00;13893.00;+0.00%;17290.00;15940.00;-7.81%;14.69%;Автомобильные домкраты, подставки;Ні;*;Так;відсутній у фіді
U-COIL;Індукційний кабель (довжина 600мм) для IND-1000W;ok;396.00;396.00;+0.00%;1290.00;460.00;-64.34%;14.73%;Паяльники;Так;*;Так;подешевшало на 64.3%
UC5;Рідина для ультразвукових ванн Ultra Clean (5 літрів) Launch;ok;1474.00;1474.00;+0.00%;4450.00;1700.00;-61.80%;15.00%;default;Ні;*;Так;відсутній у фіді + подешевшало на 61.8%
UF-0301;Ліхтар світлодіодний з ультрафіолетовою підсвіткою (Made in ;ok;980.00;980.00;+0.00%;2220.00;1130.00;-49.10%;15.00%;default;Так;*;Так;подешевшало на 49.1%
UFT0101;Набір для розвальцьовування трубок універсальний 5-6-8-10-12;ok;812.00;812.00;+0.00%;1040.00;940.00;-9.62%;15.00%;default;Так;*;Ні;
UFT0202;Набір для розвальцьовування трубок універсальний під грибок ;ok;1480.00;1480.00;+0.00%;1870.00;1710.00;-8.56%;15.00%;default;Ні;*;Так;відсутній у фіді
UFT4748;Набір для розвальцьовування гальмівних трубок 4,75-4,8мм (ХЗ;ok;909.00;909.00;+0.00%;1160.00;1050.00;-9.48%;15.00%;default;Ні;*;Так;відсутній у фіді
UPDATE;Оновлення встановленої бази даних X-431 1рік LAUNCH UPDATE;ok;13200.00;13200.00;+0.00%;16430.00;15140.00;-7.85%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
VALUE-500PLUS;Установка для обслуговування кондиціонерів (автоматична) R13;ok;123200.00;123200.00;+0.00%;153090.00;141680.00;-7.45%;15.00%;default;Так;*;Ні;
VARF3901E;Відеобороскоп портативний d3 9 TOPTUL VARF3901E;ok;44779.00;44779.00;+0.00%;55660.00;50590.00;-9.11%;12.96%;Технические эндоскопы, видеоскопы;Так;*;Ні;
VC-9002;Золотник (КОМПЛЕКТ 10ШТ) короткий с красным уплотнительным к;ok;29.00;29.00;+0.00%;60.00;40.00;-33.33%;15.17%;Товары, общее;Так;*;Так;подешевшало на 33.3%
VE-700;Рихтувальний стапель (стенд) пересувний VE-700;ok;160600.00;160600.00;+0.00%;212400.00;184690.00;-13.05%;15.00%;default;Ні;*;Так;відсутній у фіді
VE-800B;Рихтувальний стапель (стенд) пересувний VE-800B;ok;233200.00;233200.00;+0.00%;266810.00;268180.00;+0.51%;15.00%;default;Ні;*;Так;відсутній у фіді
VGT0501;Притирання клапанів з карданом d 5 довге (ХЗСО) ПРИТ5ДЛ VGT0;ok;305.00;305.00;+0.00%;410.00;360.00;-12.20%;15.00%;default;Ні;*;Так;відсутній у фіді
VGT0601;Притирання клапанів з карданом d 6 довге (ХЗСО) ПРИТ6ДЛ VGT0;ok;305.00;305.00;+0.00%;410.00;360.00;-12.20%;15.00%;default;Ні;*;Так;відсутній у фіді
VGT0701;Притирання клапанів з карданом d 7 довге (ХХЗСО) ПРИТ7ДЛ VGT;ok;305.00;305.00;+0.00%;410.00;360.00;-12.20%;15.00%;default;Ні;*;Так;відсутній у фіді
VGT0801;Притирання клапанів з карданом d 8 довге (ХЗСО) ПРИТ8ДЛ VGT0;ok;305.00;305.00;+0.00%;410.00;360.00;-12.20%;15.00%;default;Ні;*;Так;відсутній у фіді
VGT0901;Притирання клапанів з карданом d 9 довге ( ХЗСО) ПРИТ9ДЛ VGT;ok;305.00;305.00;+0.00%;410.00;360.00;-12.20%;15.00%;default;Ні;*;Так;відсутній у фіді
VLAB6001;Зонд до відеобороскопа VARF3901E d6мм L1м TOPTUL VLAB6001;ok;64961.00;64961.00;+0.00%;80730.00;73380.00;-9.10%;12.96%;Технические эндоскопы, видеоскопы;Так;*;Ні;
VLG05OPL;"Знімач п'ятиопераційний ""Волга"" ХЗСО СК5ОП VLG05OPL";ok;612.00;612.00;+0.00%;790.00;710.00;-10.13%;14.60%;Механические съемники;Так;*;Ні;
VS-AIR;Выставочный стенд AIRKRAFT(с комплектом переходников) VS-AIR;ok;4840.00;4840.00;+0.00%;9030.00;5570.00;-38.32%;15.00%;default;Так;*;Так;подешевшало на 38.3%
VSC003M;Розсухарювач клапанів МОСКВИЧ (ХЗСО) РАС-М VSC003M;ok;503.00;503.00;+0.00%;650.00;580.00;-10.77%;15.00%;default;Так;*;Ні;
VSC0101;Розсухарювач універсальний струбцинного типу (ХЗСО) VSC-0101;ok;1723.00;1723.00;+0.00%;2170.00;1980.00;-8.76%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
VSC04MZ;Розсухарювач клапанів струбциною МОСКВИЧ ЗАЗ (ХЗСО) РАС-МСТР;ok;568.00;568.00;+0.00%;730.00;660.00;-9.59%;15.00%;default;Так;*;Ні;
VSC1016;Розсухарювач клапанів ВАЗ 2110 16 клапанів (ХЗСО) РАС-10.16 ;ok;1032.00;1032.00;+0.00%;1310.00;1190.00;-9.16%;15.00%;default;Так;*;Ні;
VSC2101;Розсухарювач клапанів ВАЗ 2101-2107 (ХЗСО) РАС-ЖХ VSC2101;ok;503.00;503.00;+0.00%;650.00;580.00;-10.77%;15.00%;default;Так;*;Ні;
VSC2108;Розсухарювач клапанів ВАЗ 2108-2109 (ХЗСО) РАС-08Х VSC2108;ok;503.00;503.00;+0.00%;650.00;580.00;-10.77%;15.00%;default;Ні;*;Так;відсутній у фіді
VSP-600;Відеоендоскоп LAUNCH VSP-600;ok;4840.00;4840.00;+0.00%;6040.00;5470.00;-9.44%;12.96%;Технические эндоскопы, видеоскопы;Так;*;Ні;
VSP-800;"Відеоендоскоп 2,7"" LAUNCH VSP-800";ok;7260.00;7260.00;+0.00%;9050.00;8210.00;-9.28%;12.96%;Технические эндоскопы, видеоскопы;Ні;*;Так;відсутній у фіді
VTC-03A;Отвертка для золотника 30мм AIRKRAFT VTC-03A;ok;22.00;22.00;+0.00%;70.00;40.00;-42.86%;15.29%;Отвертки;Так;*;Так;подешевшало на 42.9%
VTC-03B;Отвертка для золотника (длинная) 170мм AIRKRAFT VTC-03B;ok;32.00;32.00;+0.00%;70.00;40.00;-42.86%;15.29%;Отвертки;Так;*;Так;подешевшало на 42.9%
W-871-2.5;Пістолет фарбувальний пневматичний тип HP нижній металевий б;ok;1578.00;1578.00;+0.00%;1990.00;1790.00;-10.05%;13.20%;Пневматические краскопульты;Так;*;Ні;
W1-1-2;"Переходник шарнирный 360 градусов ""папа"" 1/2"" внутренняя рез";ok;155.00;160.00;+3.23%;690.00;190.00;-72.46%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 72.5%
W1-1-4;"Переходник шарнирный 360 градусов ""папа"" 1/4"" внутренняя рез";ok;110.00;137.00;+24.55%;840.00;160.00;-80.95%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 81.0%
W1-3-8;"Переходник шарнирный 360 градусов ""папа"" 3/8"" внутренняя рез";ok;123.00;126.00;+2.44%;710.00;150.00;-78.87%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 78.9%
W2-1-2;"Переходник шарнирный 360 градусов ""папа"" 1/2"" внешняя резьба";ok;150.00;196.00;+30.67%;1510.00;230.00;-84.77%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 84.8%
W2-1-4;"Переходник шарнирный 360 градусов ""папа"" 1/4"" внешняя резьба";ok;110.00;137.00;+24.55%;3990.00;160.00;-95.99%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 96.0%
W2-3-8;"Переходник шарнирный 360 градусов ""папа"" 3/8"" внешняя резьба";ok;116.00;119.00;+2.59%;3600.00;140.00;-96.11%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 96.1%
W40;Лазерний далекомір 40 м PROTESTER W40;ok;1176.00;1176.00;+0.00%;1490.00;1360.00;-8.72%;14.97%;Лазерные дальномеры;Ні;*;Так;відсутній у фіді
W40X;Далекомір лазерний 40м (метал корпус) PROTESTER W40X;ok;1713.00;1713.00;+0.00%;2160.00;1970.00;-8.80%;14.97%;Лазерные дальномеры;Так;*;Ні;
W60X;Далекомір лазерний 60м (метал корпус) PROTESTER W60X;ok;1850.00;1850.00;+0.00%;3310.00;2130.00;-35.65%;14.97%;Лазерные дальномеры;Так;*;Так;подешевшало на 35.6%
W80X;Далекомір лазерний 80м (метал корпус) PROTESTER W80X;ok;2332.00;2332.00;+0.00%;9610.00;2690.00;-72.01%;14.97%;Лазерные дальномеры;Так;*;Так;подешевшало на 72.0%
WDF-100;Динамометр цифровий універсальний (10 кг) PROTESTER WDF-100 ;ok;4325.00;4325.00;+0.00%;5400.00;4990.00;-7.59%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді
WDF-20;Динамометр цифровий універсальний (2 кг) PROTESTER WDF-20 (S;ok;4325.00;4325.00;+0.00%;5400.00;4990.00;-7.59%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді
WDF-200;Динамометр цифровий універсальний (20 кг) PROTESTER WDF-200 ;ok;4325.00;4325.00;+0.00%;5400.00;4990.00;-7.59%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді
WDF-30;Динамометр цифровий універсальний (3 кг) PROTESTER WDF-30 (S;ok;4325.00;4325.00;+0.00%;5400.00;4990.00;-7.59%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді
WDF-300;Динамометр цифровий універсальний (30 кг) PROTESTER WDF-300 ;ok;4325.00;4325.00;+0.00%;5400.00;4990.00;-7.59%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді
WDF-50;Динамометр цифровий універсальний (5 кг) PROTESTER WDF-50 (S;ok;4325.00;4325.00;+0.00%;5400.00;4990.00;-7.59%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді
WDF-500;Динамометр цифровий універсальний (50 кг) PROTESTER WDF-500 ;ok;4325.00;4325.00;+0.00%;5400.00;4990.00;-7.59%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді
WG-01;Пневмопистолет для распыления жидкостей AIRKRAFT WG-01;ok;309.00;309.00;+0.00%;590.00;350.00;-40.68%;13.20%;Пневматические распылительные пистолеты;Так;*;Так;подешевшало на 40.7%
WG-2050;Пистолет пневматический для химчистки салона автомобиля со с;ok;1876.00;1876.00;+0.00%;2360.00;2130.00;-9.75%;13.20%;Пневматические распылительные пистолеты;Так;*;Ні;
WHS052THH;Ключ для ступиці 52мм -посилений для переднього колеса TOYOT;ok;1254.00;1254.00;+0.00%;1590.00;1450.00;-8.81%;15.14%;Торцевые ключи;Так;*;Ні;
WHS063ID;Ключ для ступиці 63мм - посилений для переднього колеса IVEC;ok;1797.00;1797.00;+0.00%;2260.00;2070.00;-8.41%;15.14%;Торцевые ключи;Так;*;Ні;
WHS070RA;Ключ для ступиці 70мм - посилений для задньої вісі FORD Tran;ok;2588.00;2588.00;+0.00%;3240.00;2980.00;-8.02%;15.14%;Торцевые ключи;Так;*;Ні;
WHS087RA;Ключ для ступиці 87мм - посилений для задньої вісі MAN MERCE;ok;5919.00;5919.00;+0.00%;7380.00;6820.00;-7.59%;15.14%;Торцевые ключи;Так;*;Ні;
WHS101FA;Ключ для ступиці 101мм - посилений для передньої вісі MAN (Х;ok;5737.00;5737.00;+0.00%;7160.00;6610.00;-7.68%;15.14%;Торцевые ключи;Так;*;Ні;
WHS101MRA;Ключ для ступиці 101мм - посилений для задньої вісі MAN MERC;ok;5464.00;5464.00;+0.00%;6820.00;6300.00;-7.62%;15.14%;Торцевые ключи;Так;*;Ні;
WHS110BPW;Ключ для ступиці 110мм - посилений (овал) для BPW-12T (ХЗСО);ok;5008.00;5008.00;+0.00%;6250.00;5770.00;-7.68%;15.14%;Торцевые ключи;Так;*;Ні;
WHS110MM;Ключ для ступиці 110мм - посилений MAN MERCEDES (ХЗСО) (5260;ok;5737.00;5737.00;+0.00%;7160.00;6610.00;-7.68%;15.14%;Торцевые ключи;Ні;*;Так;відсутній у фіді
WHS117RA;Ключ для ступиці 117мм - посилений для задньої вісі MAN (ХЗС;ok;6900.00;6900.00;+0.00%;8600.00;7940.00;-7.67%;15.00%;default;Так;*;Ні;
WHS12105;Ключ для ступиці 105мм - посилений (12-гр) (ХЗСО) WHS12105;ok;3585.00;3585.00;+0.00%;4480.00;4130.00;-7.81%;15.14%;Торцевые ключи;Так;*;Ні;
WHS12110IV;Ключ для ступиці 110 мм - посилений (12-гр) IVECO (ХЗСО) 525;ok;3629.00;3629.00;+0.00%;4540.00;4180.00;-7.93%;15.14%;Торцевые ключи;Так;*;Ні;
WHS12115;Ключ для ступиці 115мм - посилений (12-гр) (ХЗСО) WHS12115;ok;3618.00;3618.00;+0.00%;4520.00;4170.00;-7.74%;15.14%;Торцевые ключи;Так;*;Ні;
WHS1257;Ключ для ступиці 57мм -посилений (12-гр) (ХЗСО) WHS1257;ok;1319.00;1319.00;+0.00%;1670.00;1520.00;-8.98%;15.14%;Торцевые головки;Так;*;Ні;
WHS1265;Ключ для ступиці 65мм - посилений (12-гр) (ХЗСО) WHS1265;ok;1888.00;1888.00;+0.00%;2370.00;2180.00;-8.02%;15.14%;Торцевые ключи;Так;*;Ні;
WHS1285;Ключ для ступиці 85мм - посилений (12-гр) (ХЗСО) WHS1285;ok;3083.00;3083.00;+0.00%;3860.00;3550.00;-8.03%;15.14%;Торцевые ключи;Так;*;Ні;
WHS5062;Ключ для ступиці 50х62мм- посилений (8-гр) (ХЗСО) WHS5062;ok;1319.00;1319.00;+0.00%;1670.00;1520.00;-8.98%;15.14%;Торцевые головки;Так;*;Ні;
WHS6036;Ключ для ступиці 36мм - посилений (6-гр) (ХЗСО) WHS6036;ok;843.00;843.00;+0.00%;1970.00;980.00;-50.25%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 50.3%
WHS6055;Ключ для ступиці 55мм - посилений (6-гр) (ХЗСО) WHS6055;ok;1308.00;1308.00;+0.00%;1650.00;1510.00;-8.48%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6060;Ключ для ступиці 60мм - посилений (6-гр) (ХЗСО) WHS6060;ok;1319.00;1319.00;+0.00%;1670.00;1520.00;-8.98%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6065;Ключ для ступиці 65мм - посилений (6-гр) (ХЗСО) WHS6065;ok;1888.00;1888.00;+0.00%;2370.00;2180.00;-8.02%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6070;Ключ для ступиці 70мм - посилений (6-гр) (ХЗСО) WHS6070;ok;3170.00;3170.00;+0.00%;3970.00;3650.00;-8.06%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6075;Ключ для ступиці 75мм- посилений (6-гр) (ХЗСО) WHS6075;ok;3083.00;3083.00;+0.00%;3860.00;3550.00;-8.03%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6080;Ключ для ступиці 80мм - посилений (6-гр) (ХЗСО) WHS6080;ok;3083.00;3083.00;+0.00%;3860.00;3550.00;-8.03%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6085;Ключ для ступиці 85мм - посилений (6-гр) (ХЗСО) WHS6085;ok;3084.00;3084.00;+0.00%;3860.00;3560.00;-7.77%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6090;Ключ для ступиці 90мм - посилений (6-гр) (ХЗСО) WHS6090;ok;3083.00;3083.00;+0.00%;3860.00;3550.00;-8.03%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6095;Ключ для ступиці 95мм - посилений (6-гр) (ХЗСО) WHS6095;ok;3584.00;3584.00;+0.00%;4480.00;4130.00;-7.81%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6100;Ключ для ступиці 100мм - посилений (6-гр) (ХЗСО) WHS6100;ok;3106.00;3106.00;+0.00%;3890.00;3580.00;-7.97%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6102;Ключ для ступиці 102мм - посилений (6-грю) (ХЗСО) WHS6102;ok;3106.00;3106.00;+0.00%;3890.00;3580.00;-7.97%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6105;Ключ для ступиці 105мм - посилений (6-гр) (ХЗСО) WHS6105;ok;3584.00;3584.00;+0.00%;4480.00;4130.00;-7.81%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6110;Ключ для ступиці 110мм - посилений (6-гр) (ХЗСО) WHS6110;ok;3585.00;3585.00;+0.00%;4480.00;4130.00;-7.81%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6112;Ключ для ступиці 112мм - посилений (6-гр) (ХЗСО) WHS6112;ok;3585.00;3585.00;+0.00%;4480.00;4130.00;-7.81%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6115;Ключ для ступиці 115мм - посилений (6-гр) (ХЗСО) WHS6115;ok;3618.00;3618.00;+0.00%;4520.00;4170.00;-7.74%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6120;Ключ для ступиці 120мм - посилений (6-гр) (ХЗСО) WHS6120;ok;3698.00;3698.00;+0.00%;4620.00;4260.00;-7.79%;15.14%;Торцевые ключи;Так;*;Ні;
WHS6140;Ключ для ступиці 140мм - посилений (6-гр) (ХЗСО) WHS6140;ok;3770.00;3770.00;+0.00%;4710.00;4350.00;-7.64%;15.14%;Торцевые ключи;Так;*;Ні;
WHS76DLFA;Ключ для ступиці 76мм - посилений для передньої осі DAF LF45;ok;3300.00;3300.00;+0.00%;4130.00;3800.00;-7.99%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8080;Ключ для ступиці 80мм - посилений (8-гр) (ХЗСО) WHS8080;ok;3083.00;3083.00;+0.00%;3860.00;3550.00;-8.03%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8085;Ключ для ступиці 85мм - посилений (8-гр) (ХЗСО) WHS8085;ok;3083.00;3083.00;+0.00%;3860.00;3550.00;-8.03%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8095;Ключ для ступиці 95мм - посилений (8-гр) (ХЗСО) WHS8095;ok;3585.00;3585.00;+0.00%;4480.00;4130.00;-7.81%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8100;Ключ для ступиці 100мм - посилений (8-гр) (ХЗСО) WHS8100;ok;3106.00;3106.00;+0.00%;3890.00;3580.00;-7.97%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8102;Ключ для ступиці 102мм- посилений (8-гр) (ХЗСО) WHS8102;ok;3106.00;3106.00;+0.00%;3890.00;3580.00;-7.97%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8104;Ключ для ступиці 104мм - посилений (8-гр) (ХЗСО) WHS8104;ok;3185.00;3185.00;+0.00%;3990.00;3670.00;-8.02%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8110;Ключ для ступиці 110мм - посилений (8-гр) (ХЗСО) WHS8110;ok;2988.00;2988.00;+0.00%;3740.00;3450.00;-7.75%;15.14%;Торцевые головки;Так;*;Ні;
WHS8115;Ключ для ступиці 115мм - посилений (8-гр) (ХЗСО) WHS8115;ok;3618.00;3618.00;+0.00%;4520.00;4170.00;-7.74%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8120;Ключ для ступиці 120мм - посилений (8-гр) (ХЗСО) WHS8120;ok;3362.00;3362.00;+0.00%;4210.00;3880.00;-7.84%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8140;Ключ для ступиці 140мм - посилений (8-гр) (ХЗСО) WHS8140;ok;3142.00;3142.00;+0.00%;3930.00;3620.00;-7.89%;15.14%;Торцевые ключи;Так;*;Ні;
WHS8160;Ключ для ступиці 160мм - посилений (8-гр) (ХЗСО) 8481160 JTC;ok;3000.00;3000.00;+0.00%;3760.00;3460.00;-7.98%;15.14%;Торцевые ключи;Так;*;Ні;
WHS98DLRA;Ключ для ступиці 98мм - посилений для задньої осі DAF LF45 (;ok;3300.00;3300.00;+0.00%;4130.00;3800.00;-7.99%;15.14%;Торцевые ключи;Так;*;Ні;
WL-0601;Ліхтар складаний світлодіодний (LED) акумуляторний 6 + 1 (Ma;ok;1209.00;1209.00;+0.00%;1530.00;1400.00;-8.50%;15.00%;default;Так;*;Ні;
WLDT2010;Сварочный стол 2000х1000х800мм (ХЗСО) WLDT2010;ok;35500.00;39000.00;+9.86%;44130.00;44850.00;+1.63%;15.00%;default;Так;*;Ні;
WLST-010;Переноска світлодіодна 10м 100LED 28Вт (220В) STANDART PROFI;ok;627.00;627.00;+0.00%;810.00;730.00;-9.88%;14.96%;Переносные светильники;Ні;*;Так;відсутній у фіді
WMT-0525M;Рулетка професійна магнітний зачіп 5м*25мм СТАНДАРТ WMT-0525;ok;100.00;100.00;+0.00%;150.00;120.00;-20.00%;15.17%;Измерительные рулетки;Ні;*;Так;відсутній у фіді + подешевшало на 20.0%
WS-303;Комплект для ремонту пластикових деталей (термостеплер) TRIS;ok;5754.00;5754.00;+0.00%;7180.00;6620.00;-7.80%;15.00%;default;Так;*;Ні;
WSA0101;Ключ амортизатора ВАЗ Москвич (ХЗСО) АМВМХ WSA0101;ok;266.00;266.00;+0.00%;360.00;310.00;-13.89%;15.00%;default;Ні;*;Так;відсутній у фіді
WSC-301;Комплект для ремонту пластикових деталей (Термостеплер акуму;ok;7378.00;7378.00;+0.00%;9190.00;8500.00;-7.51%;15.17%;Товары, общее;Так;*;Ні;
WSDH0050;Ваги ручні цифрові 50 кг PROTESTER WSDH0050;ok;505.00;505.00;+0.00%;740.00;590.00;-20.27%;15.00%;default;Так;*;Так;подешевшало на 20.3%
WSM0202;Ключ амортизаторний універсальний (ХЗСО) АМУН WSM0202;ok;304.00;304.00;+0.00%;410.00;350.00;-14.63%;15.00%;default;Ні;*;Так;відсутній у фіді
WT-206;Комплект для ремонту пластикових деталей TRISCO WT-206;ok;2597.00;2597.00;+0.00%;3250.00;2980.00;-8.31%;14.73%;Паяльники;Так;*;Ні;
WT-400;Рамний стапель для рихтування автомобілів WT-400;ok;414480.00;414480.00;+0.00%;474200.00;476660.00;+0.52%;15.00%;default;Ні;*;Так;відсутній у фіді
