cat	catName	code	attr	type	source	value	sku
7216	Еротична білизна	13949	Стать	select	none		SX3760
7216	Еротична білизна	13948	Тип товару	select	prom-inval	наліпки	SX3760
7216	Еротична білизна	12731	Матеріал	select	prom-inval	Поліестер	SX3760
7216	Еротична білизна	12923	Розмір	select	none		SX3760
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	red, тан, червоний	SX2853
9464	Еротичні костюми	12923	Розмір	select	none		SX3794
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1655
9458	Фетиш та BDSM	13948	Тип товару	select	db	нашийник	SX1679
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SX3023
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	200	SX1554
9632	Олія для еротичного масажу	15741	Кількість	select	none		SX1554
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SX1556
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SX1556
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SX1556
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SX1556
9632	Олія для еротичного масажу	15754	Їстівна формула	select	binary		SX1556
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SX1556
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SX1556
9632	Олія для еротичного масажу	15750	Зволожуючий	select	binary		SX1556
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SX1556
9632	Олія для еротичного масажу	15744	Аромат	select	none		SX1556
9632	Олія для еротичного масажу	15743	Стать	select	none		SX1556
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	30	SX1556
9632	Олія для еротичного масажу	15741	Кількість	select	text	набір	SX1556
9632	Олія для еротичного масажу	15745	Зігріваючий	select	binary		SX1556
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SX1556
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SX1556
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SX1556
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SX1556
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SX2315
7216	Еротична білизна	13949	Стать	select	none		SX3759
7216	Еротична білизна	13948	Тип товару	select	prom-inval	наліпки	SX3759
7216	Еротична білизна	12731	Матеріал	select	prom-inval	Поліестер	SX3759
7216	Еротична білизна	12923	Розмір	select	none		SX3759
9464	Еротичні костюми	12923	Розмір	select	none		SX3795
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SX2310
9466	Вібратори	10173	Підігрів	select	binary		SX2550
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SX2550
9466	Вібратори	3106	Вид	select	none		SX2550
9466	Вібратори	3103	Тип приладу	select	text	звуковий стимулятор	SX2550
9466	Вібратори	13037	Конструкція	select	none		SX2550
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX2550
9466	Вібратори	9977	Кілька насадок	select	binary		SX2550
9466	Вібратори	12731	Матеріал	select	prom-inval	Силікон | ABS-пластик	SX2550
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX2550
9466	Вібратори	11367	Телескопічний	select	binary		SX2550
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX1464
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SX2311
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX1457
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	ash, мос, тан	SX2281
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	ash, мос, тан	SX2280
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	black, multi, org	SX4038
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	з мошонкою	SX3051
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	вагінальні	SX3051
9466	Вібратори	10173	Підігрів	select	binary		SX3865
9466	Вібратори	3369	Призначення	select	none		SX3865
9466	Вібратори	3106	Вид	select	none		SX3865
9466	Вібратори	3103	Тип приладу	select	text-many	вібратор для пар, віброкулі	SX3865
9466	Вібратори	13037	Конструкція	select	none		SX3865
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	застосун	SX3865
9466	Вібратори	4212	Кількість режимів роботи	select	none		SX3865
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3865
9466	Вібратори	11953	Водонепроникний	select	binary		SX3865
9466	Вібратори	11367	Телескопічний	select	binary		SX3865
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX3037
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX3040
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1646
9480	Фалоімітатори	12731	Матеріал	select	prom-inval	нержавка сталь	SX3256
9466	Вібратори	10173	Підігрів	select	binary		SX2176
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SX2176
9466	Вібратори	3106	Вид	select	none		SX2176
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX2176
9466	Вібратори	13037	Конструкція	select	none		SX2176
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX2176
9466	Вібратори	9977	Кілька насадок	select	binary		SX2176
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX2176
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX2176
9466	Вібратори	11367	Телескопічний	select	binary		SX2176
9464	Еротичні костюми	12731	Матеріал	select	prom-inval	штучні перлини Розмір: XS-2XL	SX2361
9464	Еротичні костюми	12923	Розмір	select	text	2xl	SX2361
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SX3022
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX1468
7216	Еротична білизна	13949	Стать	select	none		SX3091
7216	Еротична білизна	13948	Тип товару	select	prom-inval	наліпки	SX3091
7216	Еротична білизна	12923	Розмір	select	none		SX3091
9526	Аксесуари до інтимних іграшок	14746	Тип аксесуара	select	none		SX2835
9526	Аксесуари до інтимних іграшок	14747	Основний матеріал	select	none		SX2835
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	none		SX2835
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SX2835
9458	Фетиш та BDSM	12731	Матеріал	select	prom-inval	Сітка, Цепочка	SX3461
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	ash, тис	SX3201
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SX3201
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	100, ash, black	SX3505
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	100, 110, ash	SX3517
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	100, 106, ash	SX3514
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1570
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SX3246
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	black, multi, org	SX4035
9464	Еротичні костюми	12923	Розмір	select	none		SX3605
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	multi, org, охра	SX4037
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX1452
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX3038
9484	Анальні пробки	13948	Тип товару	select	none		SX2198
9484	Анальні пробки	11579	Вібрація	select	binary		SX2198
9484	Анальні пробки	11098	Тип живлення	select	none		SX2198
9484	Анальні пробки	12731	Матеріал	select	none		SX2198
9484	Анальні пробки	12891	Форма	select	prom-inval	конусна	SX2198
9484	Анальні пробки	10173	Підігрів	select	binary		SX2198
9480	Фалоімітатори	11953	Водонепроникний	select	binary		SX3154
9480	Фалоімітатори	11579	Вібрація	select	binary		SX3154
9480	Фалоімітатори	13039	Вид	select	none		SX3154
9480	Фалоімітатори	13037	Конструкція	select	none		SX3154
9480	Фалоімітатори	11988	Кріплення на присоску	select	binary		SX3154
9628	Засоби для орального сексу	15749	Збуджуючий	select	binary		SX0590
9628	Засоби для орального сексу	15766	Аромат	select	none		SX0590
9628	Засоби для орального сексу	15768	Посилення чутливості	select	binary		SX0590
9628	Засоби для орального сексу	15769	Посилення слиновиділення	select	binary		SX0590
9628	Засоби для орального сексу	15770	Віброефект	select	binary		SX0590
9628	Засоби для орального сексу	15743	Стать	select	none		SX0590
9628	Засоби для орального сексу	15745	Зігріваючий	select	binary		SX0590
9628	Засоби для орального сексу	15750	Зволожуючий	select	binary		SX0590
9628	Засоби для орального сексу	15763	Тип	select	none		SX0590
9628	Засоби для орального сексу	15765	Смак	select	none		SX0590
9628	Засоби для орального сексу	15771	Сумісність з презервативами	select	binary		SX0590
9628	Засоби для орального сексу	15772	Сумісність з секс-іграшками	select	binary		SX0590
9628	Засоби для орального сексу	15774	Тип упаковки	select	none		SX0590
9628	Засоби для орального сексу	15746	Охолоджуючий	select	binary		SX0590
9628	Засоби для орального сексу	15747	Розслаблюючий	select	binary		SX0590
9468	Секс-ляльки	5223	Анальний отвір	select	binary		SX1442
9468	Секс-ляльки	5414	Тип фігури	select	none		SX1442
9468	Секс-ляльки	6092	Позиція тіла	select	none		SX1442
9468	Секс-ляльки	6303	Тип ляльки	select	none		SX1442
9468	Секс-ляльки	6151	Стать ляльки	select	none		SX1442
9468	Секс-ляльки	4251	Сенсорне реагування	select	binary		SX1442
9468	Секс-ляльки	4793	Звукові ефекти	select	binary		SX1442
9468	Секс-ляльки	5255	Вагінальний отвір	select	binary		SX1442
9468	Секс-ляльки	5262	Колір волосся	select	none		SX1442
9468	Секс-ляльки	5024	Сумісність з VR	select	binary		SX1442
9468	Секс-ляльки	5181	Статевий член	select	binary		SX1442
9468	Секс-ляльки	5197	Оральний отвір	select	binary		SX1442
9466	Вібратори	10173	Підігрів	select	binary		SX3305
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SX3305
9466	Вібратори	3106	Вид	select	none		SX3305
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX3305
9466	Вібратори	13037	Конструкція	select	none		SX3305
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	смартфон	SX3305
9466	Вібратори	9977	Кілька насадок	select	binary		SX3305
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3305
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3305
9466	Вібратори	11367	Телескопічний	select	binary		SX3305
9464	Еротичні костюми	12923	Розмір	select	none		SX2366
3144	Засоби для інтимної гігієни	51	Вид	multiselect	none		SX3124
3144	Засоби для інтимної гігієни	1098	Об'єм	float	db-num	50	SX3124
3144	Засоби для інтимної гігієни	2907	Аромат	text	none		SX3124
3144	Засоби для інтимної гігієни	3002	Форма випуску	multiselect	none		SX3124
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX4614
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1579
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SX1482
7216	Еротична білизна	13949	Стать	select	none		SX3600
7216	Еротична білизна	13948	Тип товару	select	prom-inval	портупея/збруя	SX3600
7216	Еротична білизна	12923	Розмір	select	prom-inval	S/M	SX3600
3162	Догляд для ніг	2854	Призначення	multiselect	text-many	для ніг, догляд	SX2879
3162	Догляд для ніг	2496	Тип товару	select	text	скраб	SX2879
3162	Догляд для ніг	9502	Клас косметики	multiselect	none		SX2879
3162	Догляд для ніг	2855	Тип шкіри	multiselect	none		SX2879
9472	Мастурбатори	12731	Матеріал	select	prom-inval	мастурбатор як ніжна хмаринка охоплює пеніс з усіх сторін для неймовірного блаже	SX1706
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1650
9466	Вібратори	10173	Підігрів	select	binary		SX3546
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SX3546
9466	Вібратори	3106	Вид	select	none		SX3546
9466	Вібратори	3103	Тип приладу	select	none		SX3546
9466	Вібратори	13037	Конструкція	select	none		SX3546
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX3546
9466	Вібратори	9977	Кілька насадок	select	binary		SX3546
9466	Вібратори	4212	Кількість режимів роботи	select	none		SX3546
9466	Вібратори	12731	Матеріал	select	none		SX3546
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3546
9466	Вібратори	11953	Водонепроникний	select	binary		SX3546
9466	Вібратори	11367	Телескопічний	select	binary		SX3546
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SX1480
9458	Фетиш та BDSM	13948	Тип товару	select	db	нашийник	SX1680
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SX1446
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	106, ash, black	SX3520
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	агат, мед, мос	SX3202
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SX3202
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SX2704
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SX2704
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	250	SX2704
9632	Олія для еротичного масажу	15741	Кількість	select	none		SX2704
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	red, wine	SX2812
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX1463
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX3035
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SX2702
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SX2702
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	250	SX2702
9632	Олія для еротичного масажу	15741	Кількість	select	none		SX2702
9458	Фетиш та BDSM	13948	Тип товару	select	db	нашийник	SX1677
9620	Аксесуари для мастурбаторів	78	Колір виробника	multiselect	text-many	ash, агат, кава	SX2332
7216	Еротична білизна	13949	Стать	select	none		SX3758
7216	Еротична білизна	13948	Тип товару	select	prom-inval	наліпки	SX3758
7216	Еротична білизна	12731	Матеріал	select	prom-inval	Поліестер	SX3758
7216	Еротична білизна	12923	Розмір	select	none		SX3758
9484	Анальні пробки	13948	Тип товару	select	none		SX2210
9484	Анальні пробки	11579	Вібрація	select	binary		SX2210
9484	Анальні пробки	11098	Тип живлення	select	none		SX2210
9484	Анальні пробки	12731	Матеріал	select	none		SX2210
9484	Анальні пробки	12891	Форма	select	prom-inval	конусна	SX2210
9484	Анальні пробки	10173	Підігрів	select	binary		SX2210
9526	Аксесуари до інтимних іграшок	14747	Основний матеріал	select	none		SO9018
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	ash, айс, вайс	SO9018
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SO9018
9466	Вібратори	10173	Підігрів	select	binary		SX3895
9466	Вібратори	3369	Призначення	select	text	анальні	SX3895
9466	Вібратори	3106	Вид	select	none		SX3895
9466	Вібратори	3103	Тип приладу	select	none		SX3895
9466	Вібратори	13037	Конструкція	select	none		SX3895
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX3895
9466	Вібратори	9977	Кілька насадок	select	binary		SX3895
9466	Вібратори	4212	Кількість режимів роботи	select	none		SX3895
9466	Вібратори	12731	Матеріал	select	none		SX3895
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3895
9466	Вібратори	11953	Водонепроникний	select	binary		SX3895
9466	Вібратори	11367	Телескопічний	select	binary		SX3895
9466	Вібратори	10173	Підігрів	select	binary		SX3277
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SX3277
9466	Вібратори	3106	Вид	select	none		SX3277
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX3277
9466	Вібратори	13037	Конструкція	select	none		SX3277
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	смартфон	SX3277
9466	Вібратори	9977	Кілька насадок	select	binary		SX3277
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3277
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3277
9466	Вібратори	11367	Телескопічний	select	binary		SX3277
9466	Вібратори	10173	Підігрів	select	binary		SX3866
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SX3866
9466	Вібратори	3106	Вид	select	none		SX3866
9466	Вібратори	3103	Тип приладу	select	none		SX3866
9466	Вібратори	13037	Конструкція	select	none		SX3866
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX3866
9466	Вібратори	9977	Кілька насадок	select	binary		SX3866
9466	Вібратори	12731	Матеріал	select	none		SX3866
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3866
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3866
9466	Вібратори	11367	Телескопічний	select	binary		SX3866
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1577
9466	Вібратори	10173	Підігрів	select	binary		SX3308
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SX3308
9466	Вібратори	3106	Вид	select	none		SX3308
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX3308
9466	Вібратори	13037	Конструкція	select	none		SX3308
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	смартфон	SX3308
9466	Вібратори	9977	Кілька насадок	select	binary		SX3308
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3308
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3308
9466	Вібратори	11367	Телескопічний	select	binary		SX3308
9466	Вібратори	10173	Підігрів	select	binary		SX2141
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SX2141
9466	Вібратори	3106	Вид	select	none		SX2141
9466	Вібратори	3103	Тип приладу	select	none		SX2141
9466	Вібратори	13037	Конструкція	select	none		SX2141
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	smart	SX2141
9466	Вібратори	9977	Кілька насадок	select	binary		SX2141
9466	Вібратори	12731	Матеріал	select	none		SX2141
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX2141
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX2141
9466	Вібратори	11367	Телескопічний	select	binary		SX2141
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	100, ash, black	SX3511
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1571
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1648
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	multi, org, purple	SX4033
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	200	SX1546
9632	Олія для еротичного масажу	15741	Кількість	select	none		SX1546
9484	Анальні пробки	13948	Тип товару	select	none		SX2217
9484	Анальні пробки	11579	Вібрація	select	binary		SX2217
9484	Анальні пробки	11098	Тип живлення	select	none		SX2217
9484	Анальні пробки	12731	Матеріал	select	none		SX2217
9484	Анальні пробки	12891	Форма	select	prom-inval	конусна	SX2217
9484	Анальні пробки	10173	Підігрів	select	binary		SX2217
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SX3030
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SX3054
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	вагінальні	SX3054
9466	Вібратори	10173	Підігрів	select	binary		SX3298
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SX3298
9466	Вібратори	3106	Вид	select	none		SX3298
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX3298
9466	Вібратори	13037	Конструкція	select	none		SX3298
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	смартфон	SX3298
9466	Вібратори	9977	Кілька насадок	select	binary		SX3298
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3298
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3298
9466	Вібратори	11367	Телескопічний	select	binary		SX3298
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX1466
9628	Засоби для орального сексу	15766	Аромат	select	db	кавовий	SX1696
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SX1696
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SX1696
9628	Засоби для орального сексу	15765	Смак	select	db	кавун	SX1696
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SX1696
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	none		SX3151
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SX4041
9484	Анальні пробки	13948	Тип товару	select	none		SX2200
9484	Анальні пробки	11579	Вібрація	select	binary		SX2200
9484	Анальні пробки	11098	Тип живлення	select	none		SX2200
9484	Анальні пробки	12731	Матеріал	select	none		SX2200
9484	Анальні пробки	12891	Форма	select	prom-inval	конусна	SX2200
9484	Анальні пробки	10173	Підігрів	select	binary		SX2200
9466	Вібратори	10173	Підігрів	select	binary		SX3554
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SX3554
9466	Вібратори	3106	Вид	select	none		SX3554
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX3554
9466	Вібратори	13037	Конструкція	select	none		SX3554
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX3554
9466	Вібратори	9977	Кілька насадок	select	binary		SX3554
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3554
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3554
9466	Вібратори	11367	Телескопічний	select	binary		SX3554
9458	Фетиш та BDSM	12731	Матеріал	select	prom-inval	Сітка, Цепочка	SX3450
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SX3053
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	вагінальні	SX3053
9630	Свічки для інтимного масажу	15742	Об’єм	select	none		SX2600
9630	Свічки для інтимного масажу	15741	Кількість	select	none		SX2600
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	250	SX2706
9632	Олія для еротичного масажу	15741	Кількість	select	none		SX2706
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	100, 102, 106	SX3513
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SX2708
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SX2708
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	250	SX2708
9632	Олія для еротичного масажу	15741	Кількість	select	none		SX2708
9464	Еротичні костюми	12923	Розмір	select	none		SX3793
9466	Вібратори	12731	Матеріал	select	prom-inval	Тканина	SX3860
9628	Засоби для орального сексу	15766	Аромат	select	db	кавовий	SX1695
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SX1695
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SX1695
9628	Засоби для орального сексу	15765	Смак	select	db	кавун	SX1695
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SX1695
6726	Крем для гоління	9502	Клас косметики	multiselect	none		SX2880
6726	Крем для гоління	3086	Призначення	multiselect	text	для гоління	SX2880
6726	Крем для гоління	1098	Об'єм	float	prom-num	236	SX2880
6726	Крем для гоління	2855	Тип шкіри	multiselect	none		SX2880
6726	Крем для гоління	150	Вага	float	none		SX2880
6726	Крем для гоління	3087	Тип засобу	select	text	крем	SX2880
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	100, ash, black	SX3510
6726	Крем для гоління	9502	Клас косметики	multiselect	none		SX2881
6726	Крем для гоління	3086	Призначення	multiselect	text	для гоління	SX2881
6726	Крем для гоління	1098	Об'єм	float	prom-num	236	SX2881
6726	Крем для гоління	2855	Тип шкіри	multiselect	none		SX2881
6726	Крем для гоління	150	Вага	float	none		SX2881
6726	Крем для гоління	3087	Тип засобу	select	text	крем	SX2881
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1651
9526	Аксесуари до інтимних іграшок	14746	Тип аксесуара	select	none		SX3933
9526	Аксесуари до інтимних іграшок	14747	Основний матеріал	select	none		SX3933
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text	тан	SX3933
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SX3933
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SX4626
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX1569
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SX3027
9466	Вібратори	10173	Підігрів	select	binary		SX3868
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SX3868
9466	Вібратори	3106	Вид	select	none		SX3868
9466	Вібратори	3103	Тип приладу	select	none		SX3868
9466	Вібратори	13037	Конструкція	select	none		SX3868
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX3868
9466	Вібратори	9977	Кілька насадок	select	binary		SX3868
9466	Вібратори	12731	Матеріал	select	none		SX3868
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3868
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3868
9466	Вібратори	11367	Телескопічний	select	binary		SX3868
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SX1471
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SX1528
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SX1528
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SX1528
9632	Олія для еротичного масажу	15754	Їстівна формула	select	binary		SX1528
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SX1528
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SX1528
9632	Олія для еротичного масажу	15750	Зволожуючий	select	binary		SX1528
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SX1528
9632	Олія для еротичного масажу	15744	Аромат	select	none		SX1528
9632	Олія для еротичного масажу	15743	Стать	select	none		SX1528
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	500	SX1528
9632	Олія для еротичного масажу	15741	Кількість	select	none		SX1528
9632	Олія для еротичного масажу	15745	Зігріваючий	select	binary		SX1528
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SX1528
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SX1528
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SX1528
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SX1528
9466	Вібратори	12731	Матеріал	select	prom-inval	Тканина	SX2743
9466	Вібратори	10173	Підігрів	select	binary		SX3304
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SX3304
9466	Вібратори	3106	Вид	select	none		SX3304
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX3304
9466	Вібратори	13037	Конструкція	select	none		SX3304
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	смартфон	SX3304
9466	Вібратори	9977	Кілька насадок	select	binary		SX3304
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3304
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SX3304
9466	Вібратори	11367	Телескопічний	select	binary		SX3304
9464	Еротичні костюми	12923	Розмір	select	none		SX3789
9466	Вібратори	10173	Підігрів	select	binary		SX3837
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SX3837
9466	Вібратори	3106	Вид	select	none		SX3837
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SX3837
9466	Вібратори	13037	Конструкція	select	none		SX3837
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SX3837
9466	Вібратори	9977	Кілька насадок	select	binary		SX3837
9466	Вібратори	12731	Матеріал	select	none		SX3837
9466	Вібратори	11988	Кріплення на присоску	select	binary		SX3837
9466	Вібратори	11367	Телескопічний	select	binary		SX3837
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	none		SX3031
9474	Насадки на член	13039	Вид	select	db	реалістичні	SX1451
